Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-03-08,8.850000381469727,8.899999618530273,8.670000076293945,8.699999809265137,7.192410945892334,212900,ASG
2021-03-09,8.859999656677246,8.90999984741211,8.710000038146973,8.760000228881836,7.242013454437256,365400,ASG
2021-03-10,8.800000190734863,8.859999656677246,8.720000267028809,8.720000267028809,7.208945274353027,154700,ASG
2021-03-11,8.770000457763672,8.949999809265137,8.770000457763672,8.8100004196167,7.283349990844727,198400,ASG
2021-03-12,8.770000457763672,8.800000190734863,8.720000267028809,8.729999542236328,7.2172112464904785,138200,ASG
2021-03-15,8.989999771118164,9.020000457763672,8.850000381469727,8.960000038146973,7.407356262207031,300400,ASG
2021-03-16,9.050000190734863,9.050000190734863,8.899999618530273,8.960000038146973,7.407356262207031,116500,ASG
2021-03-17,8.880000114440918,8.960000038146973,8.8100004196167,8.920000076293945,7.374287128448486,87100,ASG
2021-03-18,8.90999984741211,8.979999542236328,8.800000190734863,8.829999923706055,7.2998833656311035,79700,ASG
2021-03-19,8.800000190734863,8.899999618530273,8.779999732971191,8.850000381469727,7.316418170928955,162800,ASG
2021-03-22,8.880000114440918,8.880000114440918,8.720000267028809,8.720000267028809,7.208945274353027,166600,ASG
2021-03-23,8.729999542236328,8.800000190734863,8.729999542236328,8.760000228881836,7.242013454437256,133800,ASG
2021-03-24,8.789999961853027,8.800000190734863,8.670000076293945,8.680000305175781,7.175877571105957,133600,ASG
2021-03-25,8.649999618530273,8.680000305175781,8.520000457763672,8.619999885559082,7.126274108886719,156900,ASG
2021-03-26,8.619999885559082,8.729999542236328,8.609999656677246,8.720000267028809,7.208945274353027,117100,ASG
2021-03-29,8.720000267028809,8.729999542236328,8.609999656677246,8.609999656677246,7.118006229400635,96200,ASG
2021-03-30,8.579999923706055,8.579999923706055,8.479999542236328,8.520000457763672,7.04360294342041,149600,ASG
2021-03-31,8.619999885559082,8.720000267028809,8.470000267028809,8.609999656677246,7.118006229400635,182700,ASG
2021-04-01,8.680000305175781,8.710000038146973,8.5600004196167,8.630000114440918,7.134540557861328,112900,ASG
2021-04-05,8.65999984741211,8.720000267028809,8.640000343322754,8.670000076293945,7.167609214782715,160900,ASG
2021-04-06,8.670000076293945,8.869999885559082,8.329999923706055,8.760000228881836,7.242013454437256,95900,ASG
2021-04-07,8.760000228881836,8.789999961853027,8.550000190734863,8.619999885559082,7.126274108886719,160600,ASG
2021-04-08,8.579999923706055,8.670000076293945,8.5600004196167,8.59000015258789,7.1014723777771,215500,ASG
2021-04-09,8.609999656677246,8.65999984741211,8.550000190734863,8.609999656677246,7.118006229400635,129600,ASG
2021-04-12,8.5600004196167,8.6899995803833,8.5600004196167,8.640000343322754,7.142807483673096,137300,ASG
2021-04-13,8.670000076293945,8.800000190734863,8.649999618530273,8.789999961853027,7.266814708709717,143200,ASG
2021-04-14,8.800000190734863,8.899999618530273,8.75,8.880000114440918,7.341218948364258,110100,ASG
2021-04-15,8.949999809265137,9.100000381469727,8.920000076293945,9.0600004196167,7.490027904510498,153400,ASG
2021-04-16,9.09000015258789,9.199999809265137,9.050000190734863,9.130000114440918,7.547896862030029,136500,ASG
2021-04-19,9.140000343322754,9.199999809265137,9.069999694824219,9.170000076293945,7.580965995788574,152000,ASG
2021-04-20,9.039999961853027,9.149999618530273,8.970000267028809,9.050000190734863,7.4817609786987305,216500,ASG
2021-04-21,9.199999809265137,9.260000228881836,9.050000190734863,9.260000228881836,7.655371189117432,153900,ASG
2021-04-22,9.199999809265137,9.199999809265137,8.930000305175781,8.930000305175781,7.520622253417969,121900,ASG
2021-04-23,8.989999771118164,9.0600004196167,8.960000038146973,9.010000228881836,7.587996959686279,117700,ASG
2021-04-26,9.029999732971191,9.09000015258789,8.9399995803833,8.9399995803833,7.529043197631836,136700,ASG
2021-04-27,8.949999809265137,9.079999923706055,8.949999809265137,9.020000457763672,7.596418380737305,102800,ASG
2021-04-28,9.0600004196167,9.109999656677246,9.0,9.100000381469727,7.663792610168457,79800,ASG
2021-04-29,9.15999984741211,9.15999984741211,9.069999694824219,9.149999618530273,7.705900192260742,104700,ASG
2021-04-30,9.170000076293945,9.270000457763672,9.100000381469727,9.270000457763672,7.806962490081787,117100,ASG
2021-05-03,9.300000190734863,9.3100004196167,9.130000114440918,9.239999771118164,7.781696319580078,116000,ASG
2021-05-04,9.199999809265137,9.199999809265137,9.100000381469727,9.119999885559082,7.680635929107666,81900,ASG
2021-05-05,9.149999618530273,9.210000038146973,9.010000228881836,9.050000190734863,7.6216840744018555,72500,ASG
2021-05-06,9.050000190734863,9.15999984741211,9.029999732971191,9.079999923706055,7.646949291229248,115300,ASG
2021-05-07,9.079999923706055,9.140000343322754,8.979999542236328,8.979999542236328,7.56273078918457,176600,ASG
2021-05-10,8.979999542236328,9.100000381469727,8.9399995803833,8.9399995803833,7.529043197631836,175600,ASG
2021-05-11,8.630000114440918,8.739999771118164,8.5,8.5,7.158486843109131,309000,ASG
2021-05-12,8.5,8.649999618530273,8.300000190734863,8.34000015258789,7.023739814758301,188500,ASG
2021-05-13,8.390000343322754,8.529999732971191,8.329999923706055,8.350000381469727,7.032160758972168,118400,ASG
2021-05-14,8.350000381469727,8.670000076293945,8.350000381469727,8.609999656677246,7.251126289367676,165200,ASG
2021-05-17,8.600000381469727,8.949999809265137,8.600000381469727,8.920000076293945,7.512199878692627,147200,ASG
2021-05-18,8.850000381469727,9.149999618530273,8.850000381469727,9.09000015258789,7.655371189117432,232300,ASG
2021-05-19,8.9399995803833,9.15999984741211,8.859999656677246,9.149999618530273,7.705900192260742,451500,ASG
2021-05-20,9.149999618530273,9.300000190734863,9.119999885559082,9.279999732971191,7.815383434295654,364500,ASG
2021-05-21,8.630000114440918,8.65999984741211,8.40999984741211,8.449999809265137,7.116378307342529,833100,ASG
2021-05-24,8.470000267028809,8.649999618530273,8.460000038146973,8.640000343322754,7.276391983032227,263200,ASG
2021-05-25,8.670000076293945,8.979999542236328,8.649999618530273,8.850000381469727,7.453248500823975,222100,ASG
2021-05-26,8.880000114440918,8.930000305175781,8.779999732971191,8.90999984741211,7.503779411315918,180700,ASG
2021-05-27,8.920000076293945,9.069999694824219,8.800000190734863,8.84000015258789,7.444826602935791,175200,ASG
2021-05-28,8.850000381469727,9.050000190734863,8.649999618530273,8.800000190734863,7.411139488220215,154100,ASG
2021-06-01,9.0,9.0,8.75,8.760000228881836,7.377452850341797,142400,ASG
2021-06-02,8.779999732971191,9.0,8.649999618530273,8.670000076293945,7.301657199859619,153300,ASG
2021-06-03,8.649999618530273,8.6899995803833,8.420000076293945,8.4399995803833,7.1079559326171875,242800,ASG
