Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-04-15,18.600000381469727,20.0,17.100000381469727,18.559999465942383,18.09600067138672,1963200,KRT
2021-04-16,18.0,19.229999542236328,17.83099937438965,18.1200008392334,17.667001724243164,171200,KRT
2021-04-19,18.079999923706055,18.489999771118164,17.600000381469727,18.489999771118164,18.02775001525879,139500,KRT
2021-04-20,18.479999542236328,18.5,18.0,18.260000228881836,17.80350112915039,46900,KRT
2021-04-21,18.489999771118164,18.489999771118164,17.899999618530273,18.0,17.55000114440918,48500,KRT
2021-04-22,17.8799991607666,18.350000381469727,17.854999542236328,18.100000381469727,17.64750099182129,27900,KRT
2021-04-23,18.100000381469727,18.43000030517578,18.0,18.350000381469727,17.891250610351562,15200,KRT
2021-04-26,18.5,18.510000228881836,17.969999313354492,17.969999313354492,17.520750045776367,22000,KRT
2021-04-27,18.25,18.600000381469727,17.969999313354492,18.479999542236328,18.01799964904785,45200,KRT
2021-04-28,18.239999771118164,19.739999771118164,18.141000747680664,19.34000015258789,18.85650062561035,209400,KRT
2021-04-29,19.239999771118164,19.540000915527344,18.809999465942383,19.020000457763672,18.54450035095215,111000,KRT
2021-04-30,19.010000228881836,19.729999542236328,18.420000076293945,18.450000762939453,17.988750457763672,52300,KRT
2021-05-03,18.700000762939453,18.90999984741211,18.280000686645508,18.90999984741211,18.4372501373291,15500,KRT
2021-05-04,18.450000762939453,18.850000381469727,17.690000534057617,17.90999984741211,17.462249755859375,85500,KRT
2021-05-05,17.940000534057617,18.496999740600586,17.5,17.68000030517578,17.238000869750977,22800,KRT
2021-05-06,17.649999618530273,17.983999252319336,16.68199920654297,17.540000915527344,17.10150146484375,74500,KRT
2021-05-07,17.65999984741211,18.360000610351562,17.649999618530273,18.31999969482422,17.86199951171875,9600,KRT
2021-05-10,18.790000915527344,19.30299949645996,17.68000030517578,18.079999923706055,17.628000259399414,45800,KRT
2021-05-11,18.030000686645508,18.770000457763672,18.0,18.290000915527344,17.832752227783203,21200,KRT
2021-05-12,18.229999542236328,18.229999542236328,17.969999313354492,18.149999618530273,17.696250915527344,29600,KRT
2021-05-13,17.989999771118164,18.0,15.5600004196167,16.209999084472656,15.804749488830566,74400,KRT
2021-05-14,16.31999969482422,17.350000381469727,16.31999969482422,17.200000762939453,16.770000457763672,30300,KRT
2021-05-17,17.29400062561035,17.3700008392334,17.023000717163086,17.3700008392334,16.93575096130371,6700,KRT
2021-05-18,17.22800064086914,18.0,17.22800064086914,17.899999618530273,17.452499389648438,27000,KRT
2021-05-19,17.770000457763672,18.149999618530273,17.360000610351562,17.68000030517578,17.238000869750977,13200,KRT
2021-05-20,17.6200008392334,18.149999618530273,17.559999465942383,17.56999969482422,17.13075065612793,36500,KRT
