"","x"
"1",0.00963999516753766
"2",-4.89610000542484e-07
"3",2.48669493885245e-08
"4",0.0599999982177799
"5",-0.00305130616491844
"6",0.000155174494482324
"7",-0.0460078914151634
"8",0.00233973613490157
"9",-0.000118987526109393
"10",-0.103993948876901
"11",0.00528862315820433
"12",0.0597310465155747
"13",-0.0430376286243348
"14",0.0121886831096898
"15",0.0393801432443119
"16",-0.0320026813077536
"17",0.0316274997085557
"18",-0.00160841980904891
"19",0.0300817963577895
"20",-0.0215298129033119
"21",0.0110949008893488
"22",-0.000564232346354387
"23",2.86940950484649e-05
"24",-0.0400014592412088
"25",0.0420342783978285
"26",-0.0421376576288726
"27",0.00214291499048969
"28",-0.000108978166203144
"29",5.54209605141409e-06
"30",0.0499997181561262
"31",0.00745725909824557
"32",0.0696207603077905
"33",0.0164594289453177
"34",-0.000837045982301277
"35",4.25680610671719e-05
"36",0.0499978351967982
"37",-0.0725426451436597
"38",-0.0363108361860718
"39",0.0118465913759529
"40",0.01939754035525
"41",0.0290135360543289
"42",-0.0614754864137339
"43",0.0631263422979966
"44",-0.0132102967468342
"45",0.0406718110241648
"46",-0.042068369207934
"47",0.0121393913205878
"48",0.00938264998340799
"49",-0.0504771556472594
"50",0.0125670210353519
"51",-0.020639097170509
"52",-0.0189503965524995
"53",0.000963724400765642
"54",-4.90103053021329e-05
"55",0.0100024924242081
"56",-0.000508677799484047
"57",0.0400258688627524
"58",-0.00203551975168637
"59",0.000103516570089113
"60",0.0199947356539898
"61",-0.00101683437511468
"62",5.17112186084745e-05
"63",-0.0700026297794363
"64",0.00355999106664306
"65",-0.000181043718422202
"66",9.20699725526219e-06
"67",-4.68222809857366e-07
"68",0.0700000238115202
"69",-0.00355985853987306
"70",0.000181036978759153
"71",-9.20665450898639e-06
"72",-0.0499995317946222
"73",0.00254273142432027
"74",-0.000129310872805988
"75",6.57611797549862e-06
"76",-3.3442916880233e-07
"77",1.70074301308887e-08
"78",-8.6491525053134e-10
"79",4.3986148057229e-11
"80",0.00999999999776513
"81",-0.000508551046877415
"82",2.58624167344124e-05
"83",0.0399986847640879
"84",-0.00203413730150359
"85",0.0201034462654395
"86",-0.00102236286464041
"87",0.0100519923705207
"88",0.0184888048755631
"89",5.97498922942918e-05
"90",-3.03858702821458e-06
"91",0.130000154527661
"92",-0.00661117146939993
"93",0.000336211817259624
"94",0.509982901912831
"95",-0.285935233871514
"96",0.224541266255692
"97",-0.0114190696046954
"98",-0.149419282019688
"99",-0.112401266768829
"100",0.00571617818983761
"101",-0.0702906968403205
"102",0.0035746407471855
"103",-0.0301817887294611
"104",0.00153489802584161
"105",-7.80573998060419e-05
"106",0.0200039696172389
"107",-0.0010173039692809
"108",0.0600517350998686
"109",-0.00305393727586534
"110",1.49015530829991
"111",0.294217995778528
"112",-0.104962486979671
"113",-0.234662121735171
"114",-0.268066233230252
"115",-0.186367463642789
"116",0.109477736876055
"117",-0.0255675017710484
"118",-0.0386997620205403
"119",0.0119680804493836
"120",0.359391362015701
"121",-0.00827688534325155
"122",0.010420921870713
"123",-0.170529957072796
"124",0.098672318821265
"125",0.264982008895444
"126",0.0965243121942532
"127",-0.204908754002647
"128",-0.069579343861438
"129",-0.306461535183034
"130",-0.0144148665420278
"131",0.0807330695472182
"132",-0.2041056887045
"133",0.00037981616874383
"134",-0.180019315591029
"135",0.0391549011422381
"136",-0.131991226597071
"137",-0.083287572352047
"138",0.494235598212095
"139",-0.0651344030930847
"140",0.0833124168888091
"141",0.0257631383163872
"142",0.0786898129035443
"143",0.0659982213260406
"144",-0.11335634645549
"145",-0.00423525113270173
"146",0.310215384139781
"147",-0.105776035839693
"148",0.0553792513772802
"149",0.157183682373052
"150",-0.0179935926240677
"151",0.03091506603681
"152",0.698427811079918
"153",0.0844813805427851
"154",-0.024296309452625
"155",0.201235591361016
"156",0.179766142932156
"157",-0.0291420260201622
"158",-0.158517979215601
"159",-0.131938551570306
"160",0.0867097488539521
"161",-0.00440963335639744
"162",0.050224252366025
"163",-0.102554159612508
"164",-0.084784597475581
"165",-0.000688270418509163
"166",-0.0849649979358063
"167",-0.0556790961342166
"168",-0.0871684337365455
"169",-0.165567040175874
"170",-0.341580070837139
"171",0.0373710902655393
"172",-0.0419005107081709
"173",0.0421308548590087
"174",0.127857430965085
"175",-0.00650220303828419
"176",0.000330670216285966
"177",-0.10001681626847
"178",-0.194913634337
"179",-0.140087646718513
"180",-0.212875828059083
"181",-0.259174177476153
"182",-0.0868196700691541
"183",-0.115584776588696
"184",0.0158780759150368
"185",0.139192518786922
"186",-0.897078650116237
"187",-0.194378971325035
"188",-0.200114837061966
"189",0.100176860990624
"190",0.124905495245896
"191",-0.106352082038219
"192",0.28540854626702
"193",0.175485518497579
"194",-0.258924334416365
"195",-0.216832375864119
"196",0.00102703317671882
"197",-0.100052229879731
"198",0.135088166625909
"199",0.123130077142633
"200",0.383738207035307
"201",-0.469515046695816
"202",0.103877236857507
"203",0.0647173122437614
"204",-0.113291205689999
"205",0.235761436126849
"206",-0.141989672518234
"207",0.147220899662102
"208",-0.137486934266208
"209",0.226991912436864
"210",0.0284563025271787
"211",-0.161447148244369
"212",-0.441789588372664
"213",-0.297532744228347
"214",-1.35486894114087
"215",-0.251097998144758
"216",0.31276961498538
"217",0.274094068483229
"218",0.126060917449889
"219",0.393589158844625
"220",-0.290016017881463
"221",-0.0952512050462282
"222",-0.0251559899946621
"223",-0.0387206894950118
"224",-0.0180308552817099
"225",-0.149083038966834
"226",-0.032418366444487
"227",-0.0383513605802914
"228",-0.158049637542337
"229",0.128037630864865
"230",-0.026511367123053
"231",-0.0186517616492399
"232",-0.199051462708506
"233",0.170122782976545
"234",-0.16865161193997
"235",-0.381423204617125
"236",-0.41060268299454
"237",-0.129118757566592
"238",0.256566347934664
"239",-0.0330477084864773
"240",0.101680644675145
"241",0.114829020169175
"242",-0.0558396418431952
"243",-0.0371602691677051
"244",0.14188978937917
"245",-0.0472158200946069
"246",0.122401165474364
"247",-0.166224724085487
"248",-0.221546624253058
"249",0.161266776772116
"250",-2.01820123881723
"251",0.592635835303851
"252",-0.2801385574528
"253",0.34424647566951
"254",-0.0275066905624604
"255",0.011398855628479
"256",0.139420310003564
"257",0.192909765537591
"258",0.380189553676113
"259",-0.0793345795576936
"260",-0.0359654316503368
"261",-0.268170974207874
"262",-0.0463621370294067
"263",-0.147642248667296
"264",0.0575083620139818
"265",0.0770754062287065
"266",0.066080322146516
"267",-0.16336052170131
"268",-0.371692283565184
"269",-0.00109755000345491
"270",-0.00994418397966168
"271",0.050505712517432
"272",-0.152568473297975
"273",0.107758885683346
"274",0.384519910586318
"275",0.240445199688255
"276",0.267772134195464
"277",-0.0836175799200038
"278",0.0242523807815145
"279",-0.0412333573638461
"280",-0.00790307329416695
"281",-0.0495980883801801
"282",0.0225223159774472
"283",-0.291145374737098
"284",-0.0751937714850932
"285",0.143823987121593
"286",-0.247314183923306
"287",-0.0474228112830151
"288",0.232411692032922
"289",-0.00181932093162374
"290",9.25217564589076e-05
"291",-0.0600047052036112
"292",-0.206948454434433
"293",-0.00947561468242597
"294",0.0404818833767626
"295",-0.10205871041754
"296",0.075190206403736
"297",-0.0738238058190062
"298",-0.346245682625791
"299",0.207608360441538
"300",-0.140557944906657
"301",0.0371480890045142
"302",-0.161889169955694
"303",0.278232890687742
"304",-0.334149562786651
"305",-0.113006788999335
"306",-0.634253027913732
"307",-0.0577449958597418
"308",0.222936627810294
"309",0.0386625344514488
"310",0.00803381276254012
"311",0.00959143961082898
"312",-0.0104877736656244
"313",-0.0794666431721742
"314",0.0540412844586058
"315",-0.0627482751792154
"316",-0.196808929896075
"317",0.0600087387355783
"318",0.146948249308743
"319",0.372526931396058
"320",-0.0289448960993708
"321",-0.0885280042783627
"322",0.214502100926376
"323",-0.0109085268007822
"324",0.0705547542725666
"325",-0.0735880694155489
"326",0.243742328974731
"327",-0.0823955416596061
"328",0.00419023389783657
"329",0.149786905216413
"330",0.342382571252669
"331",0.00258809849180786
"332",0.129868381980227
"333",0.173395529837296
"334",0.0411819521757728
"335",0.247905687510388
"336",0.447392730306163
"337",-0.282752204141325
"338",0.0743793929455006
"339",-0.0737825718156966
"340",0.0137522204146538
"341",-0.100699370609032
"342",-0.294878922964547
"343",-0.0650039014990877
"344",0.183305780216585
"345",0.19067796535514
"346",-0.259696947891942
"347",0.133206915475074
"348",0.0132257483668745
"349",0.209327403182079
"350",-0.0106453670052096
"351",0.0305413712536104
"352",-0.071553184632756
"353",0.0236388446960518
"354",0.178797844078017
"355",-0.169092783080557
"356",0.00859923118741968
"357",-0.110437314802368
"358",0.00561630120695877
"359",-0.100285617585901
"360",0.00510003558214223
"361",-0.0102593628434988
"362",-0.0494782590284482
"363",-0.167483777956781
"364",-0.141482594936611
"365",0.0271951121785978
"366",-0.0913830102771458
"367",0.0346472925553609
"368",-0.341761991690443
"369",-0.00261965813041787
"370",0.000133222988497828
"371",-0.170006775069028
"372",-0.251354287654312
"373",-0.0372173513847782
"374",-0.238107307698705
"375",-0.147891027937368
"376",-0.122478986290191
"377",0.356228681671224
"378",0.261883953096797
"379",-0.143318135853745
"380",-0.0127115411958814
"381",-0.0393535532415967
