"","date","open","high","low","adj.close","volume","macd","boll_ub","boll_lb","rsi_30","cci_30","dx_30","close_30_sma","close_60_sma","arima_res","residuals"
"1001","2014-01-02",70.8243713378906,71.0663070678711,70.3763427734375,49.1450958251953,1501466,0.269455508696218,50.3282943816594,47.4662040619441,53.064138564667,25.5526175639054,4.88204858943436,49.037717183431,48.5304707209269,50.1693309444467,-1.0242351192514
"1002","2014-01-03",70.7168426513672,71.0931930541992,70.5914001464844,49.3885765075684,822380,0.254463869368749,50.3753239131285,47.4853499912904,54.2319506976171,40.7625052551144,5.28097584725721,49.0502030690511,48.5853053410848,49.214193010001,0.174383497567383
"1003","2014-01-06",71.0483856201172,71.3530502319336,70.9229354858398,49.4385147094727,1179054,0.243802084071852,50.4254220715366,47.5120405444302,54.4722959715614,59.9950981113504,9.21483277881907,49.0687240600586,48.6501286824544,49.3922928880419,0.0462218214307555
"1004","2014-01-07",71.4336929321289,71.5322570800781,71.1021499633789,49.6133232116699,3245886,0.246615299936778,50.4722959699851,47.5076185045022,55.3219081103912,76.1671545324487,11.911842142584,49.0749673207601,48.707460530599,49.4349513459627,0.178371865707192
"1005","2014-01-08",71.5053787231445,71.6935501098633,71.2544784545898,49.7631568908691,1203048,0.257961499881752,50.5532902850857,47.5102808819065,56.049155766356,93.0216462194449,14.359613613528,49.0749673207601,48.7569885889689,49.6016994963712,0.161457394497944
"1006","2014-01-09",71.5053787231445,72.6164855957031,71.0304641723633,50.449878692627,3008848,0.318692466931779,50.7572531560909,47.4811223169315,59.1980850504666,136.00134275948,26.8012240776073,49.101603825887,48.8154647191366,49.7505045513022,0.699374141324775
"1007","2014-01-10",72.2491073608398,72.9121856689453,72.213264465332,50.7807693481445,1831468,0.38903772170535,50.99817208821,47.4774386448223,60.6049870839945,181.749103883471,30.2706481975585,49.1444726308187,48.8932944615682,50.4054140174149,0.375355330729612
"1008","2014-01-13",72.5268783569336,72.7598571777344,71.9802856445312,50.1876831054688,1311635,0.392406323930395,51.0343653501855,47.675982779087,56.9630443925332,135.808454346215,25.269966156772,49.1813064575195,48.9599908192952,50.7482487247686,-0.560565619299823
"1009","2014-01-14",72.1595001220703,72.5268783569336,72.034049987793,50.406192779541,1023818,0.408004646409559,51.0852411256512,47.8685857786457,57.9266686436332,126.436986593957,25.269966156772,49.2150187174479,49.0172185897827,50.2115715103584,0.194621269182583
"1010","2014-01-15",72.365592956543,72.6612930297852,72.1415786743164,50.468620300293,1710828,0.420555901900123,51.1118531243159,48.0860758765385,58.2032591521086,124.837299611767,27.1144784820156,49.248939259847,49.0777760187785,50.4028247500848,0.0657955502081933
"1011","2014-01-16",73.1899642944336,73.3691787719727,73.0376358032227,51.0554656982422,1567645,0.472410724677566,51.173992027492,48.3417069776349,60.7147454648908,160.952633365039,36.0065345703093,49.3165721893311,49.1452006657918,50.4629139351652,0.592551763076962
"1012","2014-01-17",73.1003570556641,73.1541213989258,72.6075286865234,50.6808815002441,1122808,0.477772764054031,51.1921073540813,48.551462210738,58.3977072329164,123.997201901615,26.0207935760395,49.3817075093587,49.1807858784993,51.0187118615455,-0.337830361301407
