"","x"
"1",0.0623998938000625
"2",-0.348667000001498
"3",0.529076000000003
"4",-0.0433769999999996
"5",-0.225506000000003
"6",-0.225501999999999
"7",-1.318401
"8",0.711238000000002
"9",-0.364299000000003
"10",-0.0607229999999959
"11",0.294930000000001
"12",0.104079999999996
"13",0.338261000000003
"14",-0.598483999999999
"15",0.130108
"16",-0.303574000000005
"17",0.0607150000000019
"18",0.190807
"19",0.112777999999999
"20",-0.104091999999994
"21",-0.0260239999999996
"22",0.0693899999999985
"23",0.147459999999995
"24",0.199486
"25",0.0780600000000007
"26",-0.069389000000001
"27",-0.711230999999998
"28",-0.407665000000001
"29",0.199485000000003
"30",0.251548999999997
"31",-0.0346949999999993
"32",-0.173480999999995
"33",0.572448999999999
"34",-0.763279000000004
"35",-0.242846999999998
"36",-0.936768000000001
"37",-0.104084
"38",0.425026000000003
"39",0.0780600000000007
"40",0.225513999999997
"41",0.173465
"42",-0.338259999999998
"43",-0.0433620000000019
"44",0.303573999999998
"45",-0.312263999999999
"46",-0.173465
"47",0.0520360000000011
"48",-0.208160999999997
"49",-0.0260269999999991
"50",-0.355618
"51",0.017353
"52",0.104076999999997
"53",0.407679999999999
"54",0.112746999999999
"55",0.346932000000002
"56",0.763313000000004
"57",-0.164821000000003
"58",0.0954240000000013
"59",0.208152999999996
"60",-0.0347059999999999
"61",-0.0867310000000003
"62",-0.294898999999994
"63",-0.00867900000000077
"64",0.338276
"65",0.270969999999998
"66",0.209778
"67",-0.0437130000000039
"68",0.183559000000002
"69",-0.157328999999997
"70",-0.0262300000000053
"71",-0.0437009999999987
"72",0.183567000000004
"73",0.139849999999996
"74",-0.568163999999996
"75",0.201056999999999
"76",-0.419581999999998
"77",-0.174820000000004
"78",-0.515701999999997
"79",-0.148592999999998
"80",-0.568154
"81",0.358382999999996
"82",0.786659999999998
"83",0.0262290000000007
"84",0.0874030000000019
"85",-0.00873599999999897
"86",0.183562999999999
"87",0.305928000000002
"88",0.699256999999996
"89",0.0611910000000009
"90",0.358378999999999
"91",0.270951000000004
"92",-0.104862000000004
"93",0.830371000000007
"94",0.0436979999999991
"95",-0.24474
"96",-0.340904000000002
"97",0.367142000000001
"98",0.227221999999998
"99",0.10492
"100",0.288432999999998
"101",0.236011000000005
"102",-0.314667
"103",-0.157347999999999
"104",-0.192295000000001
"105",0.611862000000002
"106",-0.332150000000006
"107",0.0349740000000054
"108",-0.18356
"109",-0.209774000000003
"110",-0.166103
"111",-0.585636000000001
"112",0.681800000000003
"113",1.223732
"114",1.590813
"115",-0.0699309999999969
"116",-0.0524520000000024
"117",0.183571000000001
"118",-0.332160999999999
"119",0.375870000000006
"120",0.34949499999999
"121",0.25528700000001
"122",0.140837999999988
"123",0.589837000000003
"124",0.264099000000002
"125",-0.0880279999999942
"126",0.299323999999999
"127",0.0528099999999938
"128",-0.308112999999992
"129",0.0352180000000004
"130",0.0528179999999878
"131",0.211281
"132",-0.132056999999989
"133",-0.316910000000007
"134",-0.00881199999999183
"135",-0.308121
"136",-0.149651000000006
"137",2.192032
"138",-0.713072999999994
"139",0.959548999999996
"140",-0.554588999999993
"141",0.721862999999999
"142",-0.00881200000000604
"143",0.563438000000005
"144",-0.686667999999997
"145",0.501777999999987
"146",-0.827522999999999
"147",0.801125000000013
"148",-0.255295000000004
"149",0.748267999999996
"150",-0.0880200000000002
"151",0.0264130000000051
"152",-0.941978000000006
"153",0.950798000000006
"154",-1.01241300000001
"155",2.112808
"156",1.33811900000001
"157",0.537009999999995
"158",0.633812000000006
"159",-1.549385
"160",0.422592999999992
"161",-0.272911999999991
"162",0.123238000000001
"163",-0.158470000000008
"164",-0.228881999999999
"165",0.308121
"166",0.237694000000005
"167",-0.290520000000001
"168",0.739486999999997
"169",-0.0792390000000012
"170",-0.352126999999996
"171",0.132048999999995
"172",0.0263980000000004
"173",0.413788000000011
"174",0.660231999999993
"175",-0.448982000000001
"176",0.0528410000000008
"177",-1.06521600000001
"178",0.0351950000000016
"179",0.299354000000008
"180",-0.748314000000008
"181",0.404953000000006
"182",-0.132041999999998
"183",-1.153244
"184",0.088050999999993
"185",-0.396155999999991
"186",0.554610999999994
"187",0.202469000000008
"188",0.122344999999996
"189",0.407805999999994
"190",0.753533000000004
"191",0.301383999999999
"192",-0.283669000000003
"193",-0.372337000000002
"194",-0.115241999999995
"195",0.132971999999995
"196",0.37234500000001
"197",0.017715999999993
"198",-1.48931899999999
"199",-1.75528700000001
"200",1.08152000000001
"201",0
"202",-0.079765000000009
"203",1.116989
"204",0.390045000000001
"205",0.0443340000000063
"206",0.221641999999989
"207",-0.319130000000001
"208",-0.842193999999992
"209",0.062072999999998
"210",0.868758999999997
"211",0.87764
"212",0.195023000000006
"213",1.382949
"214",-0.203909999999993
"215",0.354620999999995
"216",-0.620574000000005
"217",1.081558
"218",1.38295000000001
"219",-0.345748999999998
"220",-0.00886600000001181
"221",-0.177306999999999
"222",-0.496444999999994
"223",-0.0797799999999995
"224",-0.212776000000005
"225",-0.0531699999999944
"226",-0.124099000000001
"227",-1.39181500000001
"228",0.585075000000003
"229",0.0797960000000018
"230",0.168434000000005
"231",0.505318000000003
"232",-0.257096000000004
"233",-0.0709300000000042
"234",-0.301414999999992
"235",-0.469833000000008
"236",-0.372315
"237",-0.567374999999998
"238",-1.63118
"239",-0.647131999999999
"240",0.620552000000004
"241",-0.523032999999998
"242",-1.07265500000001
"243",0.150680000000008
"244",0.531898999999996
"245",-0.141830999999996
"246",-0.558502000000004
"247",0.274826000000004
"248",-0.0354760000000027
"249",0.354621000000009
"250",0.416633999999988
"251",-0.0910639999999887
"252",-0.410698000000011
"253",0.169655000000006
"254",0.107116000000005
"255",0.0446469999999977
"256",0.374984999999995
"257",0.0178530000000023
"258",0.401764
"259",0.625
"260",0.571418999999992
"261",1.089218
"262",-0.946365999999998
"263",-0.0714639999999918
"264",-0.642807000000005
"265",-0.428566000000004
"266",-0.294640000000001
"267",0.294640000000001
"268",-0.303566000000004
"269",-0.624977000000001
"270",0.285713000000001
"271",-0.232154999999992
"272",-0.107123999999999
"273",0.160704999999993
"274",-0.499960999999999
"275",-0.116089000000002
"276",0.508910999999998
"277",1.06246900000001
"278",0.124977000000001
"279",0.232154999999992
"280",-0.437483999999998
"281",1.491027
"282",0.276757000000003
"283",0.383917999999994
"284",-0.571402999999989
"285",0.955329999999989
"286",-0.0982209999999952
"287",-0.705337999999998
"288",0.723191
"289",1.124962
"290",0.785690000000002
"291",-0.687470000000005
"292",-0.562477000000001
"293",0.419625000000011
"294",-0.169640000000001
"295",0.22320599999999
"296",1.83923300000001
"297",-1.232101
"298",0.491050000000001
"299",-0.357146999999998
"300",0.169639999999987
"301",0.276786000000001
"302",0.392838000000012
"303",-0.321396000000007
"304",-0.151802000000004
"305",-0.508895999999993
"306",-0.142868000000007
"307",0.4375
"308",0.107109000000008
"309",-0.33032200000001
"310",-0.874977000000001
"311",0.0267940000000095
"312",0.0356979999999965
"313",-0.678543000000005
"314",0.0893020000000035
"315",-0.523162999999997
"316",-0.674225000000007
"317",1.123665
"318",-0.413512999999995
"319",-0.260681000000005
"320",0.242714000000007
"321",-1.249504
"322",-0.314621000000002
"323",0.0629420000000067
"324",-0.485427000000001
"325",0.86295299999999
"326",0.215744000000001
"327",0.134833999999998
"328",0.0449520000000092
"329",0.161811999999998
"330",0.368553000000006
"331",0.233718999999994
"332",0.179794999999999
"333",0.0269389999999987
"334",-0.755073999999993
"335",0.125839999999997
"336",0.0359569999999962
"337",1.078705
"338",-0.215728999999996
"339",-0.350585999999993
"340",0.584281999999988
"341",-1.015762
"342",0
"343",0.467437000000004
"344",-0.0269540000000035
"345",-0.593315000000004
"346",0.647232000000002
"347",-0.0629199999999912
"348",-0.377556000000013
"349",-0.898910000000001
"350",0.566337000000004
"351",0.233711999999997
"352",-1.88775699999999
"353",0.773087000000004
"354",-0.647225000000006
"355",-1.60906199999999
"356",0.224731999999989
"357",0.539344
"358",-0.0269699999999915
"359",0.746093999999999
"360",0.341599000000002
"361",0.584311999999997
"362",0.215744000000001
"363",-1.618072
"364",-1.43826300000001
"365",0.0809090000000054
"366",-0.970832000000001
"367",0.817999999999998
"368",0.188775000000007
"369",0.593291999999991
"370",0.314627999999999
"371",-0.521384999999995
"372",0.377555999999998
"373",0.898910999999998
"374",-0.494399999999999
"375",1.195564
"376",0.749579999999995
"377",0.199150000000003
"378",0.208206000000004
"379",0.153908000000001
"380",0.977706999999995
"381",-0.597496000000007
"382",-0.316840999999997
"383",-0.724220000000003
"384",0.950546000000003
"385",-0.0905379999999951
"386",-0.525063000000003
"387",0.443580999999995
"388",0.253494000000003
"389",-0.226332999999997
"390",0.461699999999993
"391",0.425484000000012
"392",-0.298737000000003
"393",0.371146999999993
"394",0.497901999999996
"395",-0.561256
"396",-0.135779999999997
"397",0.162925000000001
"398",-0.289687999999998
"399",1.19497699999999
"400",-0.398322999999991
"401",0.398322999999991
"402",-0.262519999999995
"403",-0.425490999999994
"404",0.362105999999997
"405",0.371155000000002
"406",0.733283999999998
"407",0.706115999999994
"408",0.325912000000002
"409",-0.697074999999998
"410",0.244422999999998
"411",0.0995790000000056
"412",-0.244422999999998
"413",1.42128799999999
"414",-0.959594999999993
"415",0.117690999999994
"416",-0.289687999999998
"417",-0.0452729999999946
"418",0.353072999999995
"419",-0.488852999999992
"420",1.29454
"421",-0.126732000000004
"422",0.461701000000005
"423",-0.217278000000007
"424",0.271591000000001
"425",-0.353065000000001
"426",-0.995812000000001
"427",0.724227999999997
"428",-0.398322999999991
"429",-0.407387
"430",0.407387
"431",-0.470748999999998
"432",0.226333999999994
"433",0.633690000000001
