"","date","open","high","low","adj.close","volume","macd","boll_ub","boll_lb","rsi_30","cci_30","dx_30","close_30_sma","close_60_sma","arima_res","residuals"
"1001","2014-01-02",40.3699989318848,40.4099998474121,40.1599998474121,29.6275844573975,1250400,0.156649261048258,30.4033727318189,28.5011968940356,52.3328238268006,30.3468311695495,2.39114628076791,29.4818059921265,29.2519742965698,30.2444187888917,-0.61683433149426
"1002","2014-01-03",40.3300018310547,40.439998626709,40.1800003051758,29.5908298492432,869400,0.13894843889971,30.4172577019227,28.5189163093078,52.0142742389036,30.7776569606541,3.04917247140444,29.4827861150106,29.2856815973918,29.6618004767191,-0.070970627475976
"1003","2014-01-06",40.1699981689453,40.3199996948242,40.0999984741211,29.5099811553955,970900,0.117047346950471,30.4245995500871,28.532889082115,51.3036571122513,15.7473618312513,1.1060896103545,29.4808263142904,29.3202264467875,29.5821020102947,-0.0721208548991754
"1004","2014-01-07",40.2299995422363,40.4000015258789,40.2200012207031,29.6202239990234,1217100,0.10734879979303,30.3947080232583,28.536319770626,52.224361645558,32.1217624783146,3.06003916987887,29.4837661107381,29.3534525235494,29.5102133284107,0.110010670612752
"1005","2014-01-08",39.8600006103516,39.8800010681152,39.7200012207031,29.2747859954834,1674900,0.0709705668397866,30.3341183516793,28.5285559799857,49.2085287100379,-43.216698637767,8.95765156424768,29.4776411056519,29.3775222460429,29.6140054529981,-0.339219457514702
"1006","2014-01-09",39.1500015258789,39.5400009155273,39.1199989318848,29.0322437286377,2456300,0.0223122198278745,30.3006308203754,28.4892798775616,47.2275923671656,-100.894548792845,20.8039065999001,29.4548566818237,29.3953645706177,29.288398784971,-0.256155056333302
"1007","2014-01-10",39.4599990844727,39.810001373291,39.4599990844727,29.2086315155029,2284000,-0.00199386642671939,30.2990868948097,28.4820034601098,48.7788495449574,-54.7095473570249,13.6880415857378,29.4460367838542,29.415539709727,29.0547030449801,0.153928470522832
"1008","2014-01-13",39.1199989318848,39.6100006103516,39.1100006103516,28.9954891204834,2126300,-0.0380171864120484,30.2870989624715,28.5123667891764,47.0499849844368,-89.2105331865605,20.2014327745406,29.4271722157796,29.4313127835592,29.2180579571308,-0.222568836647419
"1009","2014-01-14",39.9900016784668,40.0200004577637,39.7599983215332,29.3703384399414,2488500,-0.0359048311570476,30.2654602775211,28.5950106850033,50.2574893929713,-11.4840935154641,9.82345941977322,29.4139424641927,29.437309328715,29.0172863189174,0.353052121023961
"1010","2014-01-15",39.3899993896484,39.6100006103516,39.2099990844727,28.9734363555908,2378600,-0.0655023848381404,30.2639555942356,28.5987202633084,47.1303195558221,-79.8232966238288,19.7579786577245,29.3994878133138,29.434991423289,29.3679783519571,-0.394541996366282
