"","date","open","high","low","adj.close","volume","macd","boll_ub","boll_lb","rsi_30","cci_30","dx_30","close_30_sma","close_60_sma","arima_res","residuals"
"1001","2014-01-02",52.0299987792969,52.4000015258789,51.810001373291,42.9584732055664,16479700,0.243973755484866,43.5192694470043,41.4953000262623,55.0837528424406,24.7776155856621,15.7054667036096,42.6686433156331,41.7503541946411,42.7988580713332,0.159615134233242
"1002","2014-01-03",52.3899993896484,53.4700012207031,52.310001373291,43.8871765136719,26884900,0.316603208625018,43.7452678697124,41.3810726149067,59.2072633815862,115.297305399253,31.7725573219741,42.7297346750895,41.8289722442627,42.9795148348734,0.907661678798455
"1003","2014-01-06",53.6199989318848,54.2900009155273,53.4300003051758,44.2241439819336,28503100,0.396779208312665,44.0358891639457,41.3164625969185,60.5661011315143,190.264167314983,40.9871869290058,42.8130163828532,41.9093720118205,43.843355364431,0.380788617502574
"1004","2014-01-07",54.5900001525879,54.7200012207031,53.7799987792969,44.5282325744629,28840400,0.479331241565305,44.3654517389371,41.2079792760775,61.7553981139131,207.886603173325,45.1404531916696,42.8801345825195,41.9767623901367,44.2056625525007,0.322570021962214
"1005","2014-01-08",54.2900009155273,55,54.2000007629395,45.0460014343262,25989800,0.579849794996612,44.772456575456,41.0228753795001,63.6845696654505,214.493130762179,47.7024347394075,42.9458831787109,42.0534671147664,44.4951926194648,0.550808814861355
"1006","2014-01-09",55,55.2799987792969,54.7599983215332,45.366527557373,21803700,0.677564707985027,45.2039568063948,40.8757364156511,64.8209800688089,222.815459978921,50.1890702208328,42.9982081095378,42.130310122172,45.0633895535468,0.303138003826206
"1007","2014-01-10",55.0299987792969,55.0900001525879,54.2999992370605,44.972038269043,22485900,0.714931209884256,45.4325527901516,40.9767050986424,62.3373473901689,174.666900065757,38.6145253434111,43.0450537363688,42.2107124328613,45.3458233491625,-0.373785080119532
"1008","2014-01-13",54.4599990844727,54.6599998474121,53.439998626709,44.1501655578613,21110300,0.670497099541429,45.4889963003149,41.1512022165308,57.5823148373444,111.522209950772,20.1147142040919,43.0634078979492,42.250300916036,45.0001610827584,-0.84999552489711
"1009","2014-01-14",54.1300010681152,54.4000015258789,53.6300010681152,44.3392028808594,17771000,0.643122957950254,45.5470973105977,41.3380154518535,58.3384626887398,108.011375291302,20.1147142040919,43.0916250864665,42.2892056147258,44.1453329418157,0.193869939043672
"1010","2014-01-15",54.5200004577637,55.1699981689453,54.3600006103516,45.1939430236816,33688100,0.682531343219921,45.7106744690184,41.5105779723879,61.5449051046381,147.259803320245,29.7121706195481,43.1565521240234,42.3419450759888,44.3308931992105,0.863049824471183
"1011","2014-01-16",53.560001373291,53.560001373291,52.3499984741211,43.2297019958496,62946800,0.548937131815315,45.5900967755332,41.7881300768838,52.0258976011506,20.5943233097996,2.85506523670685,43.169427617391,42.36359055837,45.17832344413,-1.94862144828036
"1012","2014-01-17",52.6500015258789,52.9199981689453,52.1300010681152,42.9584732055664,33934500,0.416377123862439,45.578288442836,41.8254148652695,50.9013112743621,-6.014039679113,5.6273079664251,43.1757278442383,42.3844132105509,43.3087122810924,-0.350239075525977
"1013","2014-01-21",52.5,53,51.560001373291,42.6132965087891,27567400,0.280239066334644,45.5800288728219,41.8212086149711,49.4928509217032,-27.1804197103204,12.5399131919573,43.1973700205485,42.4072890599569,42.8924787866726,-0.279182277883521
"1014","2014-01-22",52.0099983215332,52.1300010681152,51.5099983215332,42.6543998718262,20841100,0.17366348821372,45.5931525818743,41.7826088317,49.6644242758817,-48.2482488302705,13.1365609524409,43.2086020151774,42.4313976923625,42.6321089786635,0.0222908931626549
"1015","2014-01-23",51.6500015258789,51.6500015258789,50.5499992370605,41.6846046447754,34832200,0.0108224503404202,45.7101234152019,41.5267441079915,45.8618759338133,-98.815390098889,23.8043903785888,43.1705224355062,42.4405754725138,42.5937064582519,-0.909101813476475
"1016","2014-01-24",50.0499992370605,50.1699981689453,49.0800018310547,40.5422248840332,59057100,-0.208012901560721,45.9890991267008,40.992992395516,41.9481050319343,-176.382840690539,36.5578101351565,43.1044994354248,42.4294811884562,41.7667771342213,-1.22455225018813
"1017","2014-01-27",49.0999984741211,49.6599998474121,48.3600006103516,40.1148567199707,39675300,-0.411186630222602,46.261912230435,40.4292422495454,40.6070100974967,-198.335424540804,41.6695894835002,43.0524482727051,42.4103053410848,40.5005460142388,-0.38568929426814
"1018","2014-01-28",49.2900009155273,49.8600006103516,49.2900009155273,40.7641220092773,24780900,-0.513889196491945,46.3707131335164,40.1018279126261,43.4484281237769,-155.151402350478,38.3593116788199,43.0165603637695,42.4064699808756,40.1534367313838,0.610685277893552
"1019","2014-01-29",48.9199981689453,49.3600006103516,47.7000007629395,39.5149078369141,54018100,-0.688150295535472,46.6236205904113,39.533327880658,39.6708820224166,-203.286743662165,48.5715403918908,42.9373886108398,42.3968816121419,40.7118167870839,-1.19690895016985
"1020","2014-01-30",48.4599990844727,48.7000007629395,47.7799987792969,39.7039642333984,39940700,-0.801756056086084,46.7758163265797,39.0688293643383,40.4810382609785,-191.107434902391,48.5715403918908,42.8664358774821,42.3909922917684,39.5999855630194,0.103978670379085
"1021","2014-01-31",47.5099983215332,48.2000007629395,47.2900009155273,38.9887962341309,33425100,-0.938677035876864,46.9594801285859,38.4881978651885,38.4599270313223,-197.878176106996,51.4065540973504,42.7773971557617,42.3746900558472,39.6169571401565,-0.628160906025677
"1022","2014-02-03",47.8400001525879,47.8600006103516,46.189998626709,38.0927886962891,42977600,-1.1067305183798,47.1050293840367,37.7632098279994,36.1224739332096,-201.090908203841,57.0837803663822,42.6236998240153,42.3468788782756,39.0110539311792,-0.918265234890136
"1023","2014-02-04",47,47.5,46.6800003051758,38.4544715881348,31286900,-1.19693184214934,47.0575248145026,37.2337471581537,37.7034951236608,-166.218895184274,57.0837803663822,42.484250386556,42.3218081792196,38.0303917809811,0.424079807153667
