date,open,high,low,adj close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
2010-01-12,28.045000076293945,28.5,28.030000686645508,18.883251190185547,23269800,-0.0020608045458239133,19.099896709644742,18.291929375037174,49.91919353702521,60.014290661276874,13.913357594006015,18.69591304234096,18.69591304234096
2010-01-13,28.43000030517578,28.71500015258789,28.344999313354492,18.93305015563965,15157400,0.009891714518794004,19.13543946089584,18.315670902110753,52.110770749455796,99.67237084732643,1.056069168070663,18.725555181503296,18.725555181503296
2010-01-14,28.520000457763672,28.625,28.385000228881836,18.96624183654785,12392600,0.01966486267152945,19.167931609277446,18.336664677072378,53.51340795381688,84.21248374322494,1.0560691680706618,18.75229814317491,18.75229814317491
2010-01-15,28.475000381469727,28.674999237060547,28.020000457763672,18.6873779296875,27460800,0.011947473408643106,19.13981431519622,18.351797928456122,42.65504750070212,24.906533422371346,19.47239713328724,18.74580612182617,18.74580612182617
2010-01-19,28.110000610351562,28.2450008392334,27.959999084472656,18.730531692504883,14615400,0.008502253335088028,19.118319998073382,18.370515076611454,44.45916037315746,-21.549956454593538,22.247880529345014,18.744417537342418,18.744417537342418
2010-01-20,28.079999923706055,28.19499969482422,27.645000457763672,18.425106048583984,18810200,-0.010916604927938778,19.119156338544112,18.316460154680986,36.135526335473884,-85.49014876387817,34.849412959963786,18.71780824661255,18.71780824661255
2010-01-21,27.774999618530273,27.790000915527344,27.094999313354492,18.049970626831055,27396800,-0.046364056358232375,19.20018689061527,18.132685353412676,29.19146634136473,-179.00260165127685,49.980472457429656,18.666436122013973,18.666436122013973
2010-01-22,27.174999237060547,27.43000030517578,26.989999771118164,18.00681495666504,23551400,-0.07479591108651462,19.241646272588714,17.996994376389384,28.538804967047653,-173.7950466655976,52.24390383542693,18.61932032448905,18.61932032448905
2010-01-25,27.2450008392334,27.270000457763672,26.940000534057617,18.0433292388916,16853200,-0.09311665962692217,19.250321326132834,17.911520511432272,29.91042427787842,-150.7757504188574,53.31914580829509,18.580920918782553,18.580920918782553
2010-01-26,27.03499984741211,27.25,26.934999465942383,17.973609924316406,15515000,-0.11007640881114256,19.25740812873618,17.828519834520655,28.81788025266995,-133.42385540439594,53.43125340130642,18.542963981628418,18.542963981628418
2010-01-27,27.0,27.329999923706055,26.850000381469727,18.09644889831543,20414800,-0.11404270766531965,19.241571115878106,17.79182566110661,33.26113791750549,-112.00997999893055,55.37821913055494,18.516698388492358,18.516698388492358
2010-01-28,27.354999542236328,27.420000076293945,27.065000534057617,17.986896514892578,20905200,-0.12258750104334837,19.233527484689624,17.741002417450673,31.44996602602322,-91.23786436869287,48.35774141961806,18.48726495107015,18.48726495107015
2010-01-29,27.219999313354492,27.469999313354492,26.950000762939453,18.010135650634766,22146800,-0.1261724351818465,19.21971163491943,17.704594130332932,32.25942132006162,-85.73910116382909,51.35960560425637,18.46215288262618,18.46215288262618
2010-02-01,27.2549991607666,27.280000686645508,27.0,18.053285598754883,14517600,-0.12460025680571718,19.20139678335733,17.682022253507906,33.76179278021573,-84.12565067708273,51.359605604256366,18.441709518432617,18.441709518432617
2010-02-02,27.264999389648438,27.604999542236328,27.075000762939453,18.275720596313477,16888600,-0.10717602231445156,19.134500349713925,17.682854424761175,40.76724901598576,-50.57295819099444,27.4376901998247,18.43380528404599,18.43380528404599
