date,open,high,low,adj close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
2010-01-12,14.885456085205078,14.898158073425293,14.64510726928711,14.70687484741211,194859654,-0.046776404412627315,15.80827474855201,14.412095135393999,15.493867114796956,-86.70757445113233,93.54172828999042,15.110184941973005,15.110184941973005
2010-01-13,14.358430862426758,14.654570579528809,14.293923377990723,14.622441291809082,260838034,-0.0581664955480079,15.781786320037924,14.316647651367106,14.434138573293282,-112.67899721529733,95.48366018308137,15.049216985702515,15.049216985702515
2010-01-14,14.542988777160645,14.799528121948242,14.515840530395508,14.691184043884277,170239717,-0.06175831328150849,15.735071725146508,14.283799370298912,19.094787608217217,-74.48575889991989,72.5859038347755,15.00943554772271,15.00943554772271
2010-01-15,14.778107643127441,14.783587455749512,14.397035598754883,14.445853233337402,218194794,-0.07604456818042671,15.724499738840663,14.181654893727696,15.89785892840763,-92.29295539672628,75.13735437980891,14.95307731628418,14.95307731628418
2010-01-19,14.475741386413574,14.705381393432617,14.353449821472168,14.635642051696777,173315202,-0.07519047230689857,15.680675228120839,14.167763901795267,25.834948474664486,-81.11702967944974,76.01287318087788,14.924219564958053,14.924219564958053
2010-01-20,14.594795227050781,14.594795227050781,14.328542709350586,14.45606517791748,130515377,-0.0834056706851527,15.655440999440305,14.11497239930237,23.156805044622203,-93.77658193031141,76.51799438608579,14.885206699371338,14.885206699371338
2010-01-21,14.531532287597656,14.615716934204102,14.252826690673828,14.520074844360352,253253712,-0.08477608495862299,15.621870835163973,14.09236843203855,25.985972689569437,-84.07788139880954,78.02194869471796,14.857119633601261,14.857119633601261
2010-01-22,14.059800148010254,14.21173095703125,13.321566581726074,13.69890308380127,273035583,-0.13229276490033293,15.735187594666181,13.81359216542206,17.456500558093964,-191.65101174232788,88.06880668240338,14.77438988004412,14.77438988004412
2010-01-25,13.61372184753418,13.69566535949707,13.337757110595703,13.44958782196045,177458675,-0.18123432020995267,15.837252190949703,13.534887294727382,15.825075654971926,-194.00289541783513,88.06880668240338,14.686069742838542,14.686069742838542
2010-01-26,13.399026870727539,13.688691139221191,13.357184410095215,13.509861946105957,174873019,-0.21243734625878652,15.870626370279378,13.354487140806132,17.747565100909696,-160.82489946707904,88.06880668240338,14.612556755542755,14.612556755542755
