date,open,high,low,adj close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
2010-01-12,20.209999084472656,20.25,20.030000686645508,9.374119758605957,15306300,0.010807553312579543,9.486464369574445,9.156771518225497,76.78164027307963,73.46801738514299,49.04993453645384,9.321617943899971,9.321617943899971
2010-01-13,20.1200008392334,20.399999618530273,20.1200008392334,9.415989875793457,11938400,0.012562295250289068,9.499983717282245,9.16684515349107,79.94398726862363,105.47036335832175,59.95436157907864,9.333414435386658,9.333414435386658
2010-01-14,20.229999542236328,20.450000762939453,20.15999984741211,9.481121063232422,9619900,0.01681767565363934,9.534145881961054,9.165506683889097,83.54948728116437,108.27922294102207,62.79194452046164,9.349826282925076,9.349826282925076
2010-01-15,20.440000534057617,20.639999389648438,20.309999465942383,9.49972915649414,16158600,0.020550140926971494,9.56277415668361,9.166858983880356,84.3794405206485,131.31252374603523,71.10781837280811,9.364816570281983,9.364816570281983
2010-01-19,20.260000228881836,20.56999969482422,20.25,9.481121063232422,17747000,0.02196772391313928,9.575857404572606,9.174922007436894,80.19401699412757,95.49753152859826,59.10417424873086,9.37538970600475,9.37538970600475
2010-01-20,20.270000457763672,20.360000610351562,20.149999618530273,9.457857131958008,12583500,0.02143024809032923,9.57924134627583,9.185282636725878,75.35958184634987,46.71220746542819,41.4276978713461,9.382261991500854,9.382261991500854
2010-01-21,20.329999923706055,20.3700008392334,19.809999465942383,9.253165245056152,21862200,0.009184690353126967,9.57406260906404,9.1706003360231,48.659515882247945,-28.65316609253182,0.7470665495606096,9.37233147254357,9.37233147254357
2010-01-22,19.889999389648438,20.040000915527344,19.700000762939453,9.169426918029785,13655100,-0.004953715514989909,9.579937283832372,9.135739296324228,42.314788880987585,-95.01492829226012,8.368242100948752,9.3578382900783,9.3578382900783
2010-01-25,19.81999969482422,20.079999923706055,19.68000030517578,9.262472152709961,15154800,-0.01003153851661942,9.571093367047107,9.131867728127046,49.83363057027318,-73.09512553581385,4.686486571401798,9.351480547587077,9.351480547587077
2010-01-26,19.75,20.049999237060547,19.75,9.285730361938477,13101300,-0.012347871024017465,9.562069188070094,9.132673133897985,51.46934688224956,-60.71100117296703,4.6864865714018045,9.34737116098404,9.34737116098404
2010-01-27,19.969999313354492,20.049999237060547,19.829999923706055,9.299686431884766,12544400,-0.013097496254150798,9.553729533601382,9.135402820237369,52.43210973213734,-45.57996188020738,4.686486571401798,9.344566176919376,9.344566176919376
2010-01-28,19.899999618530273,20.100000381469727,19.799999237060547,9.308991432189941,16444400,-0.012924121294568991,9.54619986353229,9.13897974089208,53.07419314039326,-40.13667804091587,0.4764929258835211,9.342589802212185,9.342589802212185
2010-01-29,20.079999923706055,20.100000381469727,19.829999923706055,9.239208221435547,19335300,-0.01711019216319265,9.540628247979006,9.133669084784666,48.04305768089351,-44.88399372155584,0.47649292588353215,9.337148666381836,9.337148666381836
2010-02-01,19.899999618530273,19.979999542236328,19.780000686645508,9.248509407043457,10247300,-0.01952382988106649,9.534697318927016,9.130736087902818,48.713400763995494,-67.2468729458773,4.883643071567825,9.332716703414917,9.332716703414917
2010-02-02,19.93000030517578,19.989999771118164,19.809999465942383,9.271771430969238,12398900,-0.019615671917057043,9.531388902224533,9.14055714651204,50.370047286024146,-55.45628808649233,3.700863076764226,9.32981454758417,9.32981454758417
2010-02-03,19.93000030517578,19.940000534057617,19.690000534057617,9.20199203491211,11683000,-0.024133591427821344,9.532213359192578,9.13880238024834,45.78108011778761,-88.94251611545452,15.870451752118733,9.324004433371805,9.324004433371805
2010-02-04,19.700000762939453,19.719999313354492,19.399999618530273,9.034515380859375,13403600,-0.03872936792508064,9.558081196883132,9.081765223404956,37.33573148020334,-177.66490016768415,36.57621865271865,9.311417952827785,9.311417952827785
2010-02-05,19.3799991607666,19.40999984741211,19.139999389648438,9.015902519226074,14334100,-0.0508880301302046,9.5781358229192,9.030075789782217,36.56033496674844,-232.42702464294283,48.6810463914692,9.299104809761047,9.299104809761047
2010-02-08,19.43000030517578,19.6299991607666,19.350000381469727,9.011252403259277,13840700,-0.06006789794640177,9.589124345039554,8.984661150718502,36.36514459560319,-159.17444401537276,26.79273995837365,9.287590713500977,9.287590713500977
2010-02-09,19.540000915527344,19.579999923706055,19.229999542236328,9.053123474121094,16964600,-0.06356997118408536,9.58030709707997,8.956261449215194,39.37980961147137,-159.7514106932733,32.5799871898886,9.278572742755596,9.278572742755596
2010-02-10,19.540000915527344,19.540000915527344,19.25,9.015902519226074,11380700,-0.06819405233236608,9.577572392264013,8.923174430093166,37.73583660761839,-151.6588029713725,32.57998718988859,9.268844215958207,9.268844215958207
2010-02-11,19.399999618530273,19.739999771118164,19.25,9.122906684875488,17005000,-0.06335346044813406,9.557901004173521,8.913537499091861,44.612380236047215,-108.82796653172117,15.231565693614263,9.26363216127668,9.26363216127668
2010-02-12,19.540000915527344,19.739999771118164,19.399999618530273,9.132208824157715,15749000,-0.05816935485304242,9.521748431787277,8.914798847570633,45.15708104094949,-86.22538210187858,15.231565693614268,9.259100322065683,9.259100322065683
2010-02-16,19.84000015258789,19.889999389648438,19.56999969482422,9.178729057312012,15081500,-0.05006841947638918,9.475471169588017,8.92897609985168,47.812273431364126,-44.36090071089101,3.6121878958999583,9.256421279907226,9.256421279907226
2010-02-17,19.770000457763672,19.850000381469727,19.700000762939453,9.20199203491211,8752800,-0.04145986207687713,9.427993189189397,8.948541177418267,49.08738307477467,-32.192421529422546,3.6121878958999556,9.256266180674235,9.25466549781061
2010-02-18,19.75,20.079999923706055,19.729999542236328,9.304340362548828,11181600,-0.026720107748836597,9.392147743990197,8.969034945676551,54.18244816814504,7.373196861331617,11.944955651720369,9.259367688496907,9.25621783733368
2010-02-19,19.93000030517578,20.209999084472656,19.93000030517578,9.378774642944336,12752800,-0.009378669289716868,9.414357978670102,8.959385650785466,57.39053351068969,52.06250983730893,19.268778194604742,9.260453224182129,9.259931679927941
2010-02-22,20.1299991607666,20.329999923706055,20.079999923706055,9.429944038391113,12790600,0.008098075673466099,9.451711557000392,8.948083784491308,59.41158187950945,85.08534495023227,25.391953221407874,9.263709672292073,9.264932043412152
2010-02-23,20.229999542236328,20.25,19.93000030517578,9.29038143157959,21163500,0.01122690926005454,9.45487024100057,8.947716028378093,52.39903263598585,43.3595670980478,13.853415379687958,9.26153860092163,9.265659168788366
2010-02-24,20.079999923706055,20.309999465942383,19.950000762939453,9.42529296875,18101300,0.023690467785616676,9.478749905598143,8.937792624461672,57.42441081202487,68.46685461529144,17.114633881558174,9.26153860092163,9.270093441009521
2010-02-25,20.139999389648438,20.459999084472656,20.010000228881836,9.495081901550293,21307900,0.03844030096230178,9.5152202119278,8.920861865098566,59.70111558460645,96.90842528064555,24.729672417591214,9.265570672353109,9.276174210213327
2010-02-26,20.479999542236328,20.479999542236328,20.1200008392334,9.360164642333984,15720700,0.03930817727657576,9.52192821359695,8.919271184443822,53.93334932378778,96.16265295840769,25.702601819260778,9.263709831237794,9.278384484742817
2010-03-01,20.170000076293945,20.34000015258789,20.170000076293945,9.429944038391113,10422000,0.0448478448285492,9.545682605535978,8.91459037420035,56.197508585096614,95.23661936612696,25.702601819260764,9.26200393040975,9.282270627144056
2010-03-02,20.360000610351562,20.450000762939453,20.299999237060547,9.457857131958008,12661600,0.05080129704164449,9.572197229180059,8.909010523047723,57.07063833699252,127.20486481053898,31.284653030369636,9.260608196258545,9.286660289764404
